MetaboLightsID	ChEBIId	CompoundName	KEGGPathwaysMappings
MTBLC15920	CHEBI:15920	columbamine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC15929	CHEBI:15929	(-)-methyl jasmonate	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC15932	CHEBI:15932	apiin	Flavone and flavonol biosynthesis
MTBLC15937	CHEBI:15937	trans-5-O-(4-coumaroyl)-D-quinic acid	Phenylpropanoid biosynthesis; Flavonoid biosynthesis; Stilbenoid, diarylheptanoid and gingerol biosynthesis; Biosynthesis of secondary metabolites
MTBLC15950	CHEBI:15950	(S)-coclaurine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15955	CHEBI:15955	discadenine	Zeatin biosynthesis; Biosynthesis of secondary metabolites
MTBLC15958	CHEBI:15958	phosphatidyl-N-methylethanolamine	Glycerophospholipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC16007	CHEBI:16007	methanethiol	Cysteine and methionine metabolism; Sulfur metabolism
MTBLC16008	CHEBI:16008	salicylaldehyde	Naphthalene degradation; Biosynthesis of phenylpropanoids; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC16026	CHEBI:16026	LL-2,6-diaminopimelic acid	Lysine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Biosynthesis of antibiotics; Biosynthesis of amino acids
MTBLC16035	CHEBI:16035	2'-hydroxy-2,3-dihydrodaidzein	Isoflavonoid biosynthesis
MTBLC16048	CHEBI:16048	FMNH2	Butirosin and neomycin biosynthesis; Riboflavin metabolism; Biosynthesis of type II polyketide products; Metabolic pathways; Biosynthesis of antibiotics
MTBLC16054	CHEBI:16054	2-benzylsuccinic acid	Toluene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC16060	CHEBI:16060	10-deoxysarpagine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16065	CHEBI:16065	scopolin	Phenylpropanoid biosynthesis; Biosynthesis of phenylpropanoids; Biosynthesis of secondary metabolites
MTBLC16089	CHEBI:16089	6-deoxyerythronolide B	Biosynthesis of 12-, 14- and 16-membered macrolides; Biosynthesis of antibiotics
MTBLC16096	CHEBI:16096	palmatine	Isoquinoline alkaloid biosynthesis
MTBLC16109	CHEBI:16109	propane-1,3-diol	Glycerolipid metabolism
MTBLC16112	CHEBI:16112	chlorogenic acid	Phenylpropanoid biosynthesis; Flavonoid biosynthesis; Stilbenoid, diarylheptanoid and gingerol biosynthesis; Biosynthesis of secondary metabolites
MTBLC16118	CHEBI:16118	berberine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites; AMPK signaling pathway
MTBLC16123	CHEBI:16123	6-oxocineole	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC16151	CHEBI:16151	3,4-dihydrocoumarin	Polycyclic aromatic hydrocarbon degradation; Microbial metabolism in diverse environments
MTBLC62638	CHEBI:62638	(S)-3-hydroxyisobutyrate	Valine, leucine and isoleucine degradation; Metabolic pathways
MTBLC63152	CHEBI:63152	alpha-D-rhamnose	ABC transporters
MTBLC63153	CHEBI:63153	N-acetyl-D-mannosamine	Amino sugar and nucleotide sugar metabolism; Metabolic pathways
MTBLC63207	CHEBI:63207	mycinamicin III	Biosynthesis of antibiotics
MTBLC63285	CHEBI:63285	mycinamicin VI	Biosynthesis of antibiotics
MTBLC6331	CHEBI:6331	erythro-4-hydroxy-L-glutamate(1-)	Arginine and proline metabolism; Metabolic pathways
MTBLC63552	CHEBI:63552	1-phenyl-1,2-propanedione	Phenylalanine metabolism; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways
MTBLC63558	CHEBI:63558	DIBOA	Benzoxazinoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC63559	CHEBI:63559	HBOA	Benzoxazinoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC6368	CHEBI:6368	Lampranthin II	Betalain biosynthesis
MTBLC63741	CHEBI:63741	9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oic acid	Steroid degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC63862	CHEBI:63862	3'-N-debenzoyltaxol	Diterpenoid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC6417	CHEBI:6417	(2R,3S,4S)-leucodelphinidin	Flavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC64273	CHEBI:64273	erythromycin C	Biosynthesis of 12-, 14- and 16-membered macrolides; Biosynthesis of antibiotics
MTBLC64318	CHEBI:64318	ergotamine	Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC5760	CHEBI:5760	hopane-29-acetate	Biosynthesis of terpenoids and steroids; Biosynthesis of secondary metabolites
MTBLC5764	CHEBI:5764	hordenine	Tyrosine metabolism
MTBLC5768	CHEBI:5768	(1E,4E,8E)-alpha-humulene	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of terpenoids and steroids
MTBLC1296	CHEBI:1296	20-hydroxycholesterol	Steroid hormone biosynthesis; Metabolic pathways
MTBLC1322	CHEBI:1322	3',4'-Anhydrovinblastine	Indole alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC1387	CHEBI:1387	3,4-dihydroxyphenylethyleneglycol	Tyrosine metabolism; Metabolic pathways
MTBLC1395	CHEBI:1395	3,5-dibromo-4-hydroxybenzoic acid	Fluorobenzoate degradation; Microbial metabolism in diverse environments
MTBLC14027	CHEBI:14027	corydaline	Isoquinoline alkaloid biosynthesis
MTBLC14030	CHEBI:14030	crepenynate	Linoleic acid metabolism; Biosynthesis of plant secondary metabolites
MTBLC1438	CHEBI:1438	3-(methylthio)propionic acid	Cysteine and methionine metabolism; Sulfur metabolism; Metabolic pathways
MTBLC1463	CHEBI:1463	3-carboxy-1-hydroxypropylthiamine diphosphate	Citrate cycle (TCA cycle)
MTBLC149	CHEBI:149	(-)-dihydrocarveol	Limonene and pinene degradation
MTBLC150	CHEBI:150	(-)-isodihydrocarveol	Limonene and pinene degradation
MTBLC152	CHEBI:152	(+)-neodihydrocarveol	Limonene and pinene degradation; Degradation of aromatic compounds
MTBLC153	CHEBI:153	(-)-neoisodihydrocarveol	Limonene and pinene degradation
MTBLC15335	CHEBI:15335	5,7-dihydroxy-4'-methoxyflavone	Flavone and flavonol biosynthesis
MTBLC15368	CHEBI:15368	acrolein	Drug metabolism - cytochrome P450
MTBLC32211	CHEBI:32211	tetrangomycin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32212	CHEBI:32212	tetrangulol	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32279	CHEBI:32279	urdamycin A	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32283	CHEBI:32283	Urdamycinone B	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32298	CHEBI:32298	vitexin 2''-O-alpha-L-rhamnoside	Flavone and flavonol biosynthesis
MTBLC32389	CHEBI:32389	all-cis-octadeca-6,9,12,15-tetraenoic acid	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC32396	CHEBI:32396	6-aminohexanoate	Caprolactam degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC32425	CHEBI:32425	gondoic acid	Biosynthesis of unsaturated fatty acids
MTBLC32798	CHEBI:32798	9-cis,11-trans-octadecadienoic acid	Linoleic acid metabolism
MTBLC32800	CHEBI:32800	(S)-mandelic acid	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC32802	CHEBI:32802	(S)-4-hydroxymandelic acid	Monobactam biosynthesis; Aminobenzoate degradation; Biosynthesis of vancomycin group antibiotics; Microbial metabolism in diverse environments; Biosynthesis of antibiotics
MTBLC32803	CHEBI:32803	(R)-4-hydroxymandelic acid	Microbial metabolism in diverse environments
MTBLC32815	CHEBI:32815	enol-phenylpyruvic acid	Phenylalanine metabolism
MTBLC32898	CHEBI:32898	baccatin III	Diterpenoid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC32903	CHEBI:32903	gibberellin A7	Diterpenoid biosynthesis
MTBLC3306	CHEBI:3306	calcitonin	Neuroactive ligand-receptor interaction
MTBLC33076	CHEBI:33076	D-mannonic acid	Pentose and glucuronate interconversions; Metabolic pathways
MTBLC33227	CHEBI:33227	(E)-cinnamyl alcohol	Biosynthesis of plant secondary metabolites; Biosynthesis of secondary metabolites
MTBLC3323	CHEBI:3323	Calligonine	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC33270	CHEBI:33270	alpha-tocotrienol	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC33275	CHEBI:33275	beta-tocotrienol	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC33276	CHEBI:33276	delta-tocotrienol	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC33277	CHEBI:33277	gamma-tocotrienol	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC3349	CHEBI:3349	candicidin D	Type I polyketide structures
MTBLC3374	CHEBI:3374	capsaicin	Phenylalanine metabolism; Biosynthesis of plant secondary metabolites; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites; Inflammatory mediator regulation of TRP channels
MTBLC3375	CHEBI:3375	capsanthin	Carotenoid biosynthesis
MTBLC3388	CHEBI:3388	carbamazepine-10,11-epoxide	Drug metabolism - cytochrome P450
MTBLC33998	CHEBI:33998	(1R,2S)-naphthalene 1,2-oxide	Metabolism of xenobiotics by cytochrome P450
MTBLC34031	CHEBI:34031	1,1-dichloroethene	Metabolism of xenobiotics by cytochrome P450
MTBLC34048	CHEBI:34048	1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	Metabolism of xenobiotics by cytochrome P450
MTBLC34104	CHEBI:34104	1-nitronaphthalene	Metabolism of xenobiotics by cytochrome P450
MTBLC34126	CHEBI:34126	11(R)-HETE	Arachidonic acid metabolism
MTBLC34127	CHEBI:34127	11(R)-HPETE	Arachidonic acid metabolism; Serotonergic synapse
MTBLC34128	CHEBI:34128	11,12,15-THETA	Arachidonic acid metabolism; Metabolic pathways
MTBLC34137	CHEBI:34137	11H-14,15-EETA	Arachidonic acid metabolism; Metabolic pathways
MTBLC34148	CHEBI:34148	12,13-Epoxy-9-hydroxy-10-octadecenoate	Linoleic acid metabolism
MTBLC34162	CHEBI:34162	16(R)-HETE	Arachidonic acid metabolism
MTBLC34185	CHEBI:34185	19(S)-HETE	Arachidonic acid metabolism; Metabolic pathways
